[1;30;43mStreaming output truncated to the last 5000 lines.[0m
168  	 1.7986e-01 	3.2273e+00 	6.4545e-02
169  	 1.8072e-01 	3.7950e+00 	7.5900e-02
170  	 1.7293e-01 	7.8200e-01 	1.5640e-02
171  	 5.9874e-02 	2.4476e+00 	4.8953e-02
172  	 1.9414e-01 	1.6401e+00 	3.2802e-02
173  	 1.3080e-01 	3.1623e+00 	6.3247e-02
174  	 1.8853e-01 	4.1372e+00 	8.2743e-02
175  	 2.4304e-01 	1.0660e+00 	2.1320e-02
176  	 1.1386e-01 	5.9242e-01 	1.1848e-02
177  	 7.8101e-02 	8.0472e-01 	1.6094e-02
178  	 1.5717e-01 	2.4906e+00 	4.9811e-02
179  	 7.8358e-02 	3.4149e+00 	6.8299e-02
180  	 1.1369e-01 	2.2038e+00 	4.4076e-02
181  	 2.0852e-01 	6.8195e-01 	1.3639e-02
182  	 1.5374e-01 	5.2642e-01 	1.0528e-02
183  	 1.1086e-01 	1.0767e+00 	2.1535e-02
184  	 1.1996e-01 	1.6678e+00 	3.3356e-02
185  	 6.5528e-02 	4.0171e+00 	8.0341e-02
186  	 1.7712e-01 	4.6549e+00 	9.3098e-02
187  	 2.6018e-01 	2.0689e+00 	4.1378e-02
188  	 8.4372e-02 	3.1741e-01 	6.3482e-03
189  	 4.4263e-02 	6.0289e-01 	1.2058e-02
190  	 1.1790e-01 	5.4449e-01 	1.0890e-02
191  	 4.8549e-02 	1.2006e+00 	2.4012e-02
192  	 8.0112e-02 	4.2319e+00 	8.4639e-02
193  	 1.8229e-01 	5.0970e+00 	1.0194e-01
194  	 2.6517e-01 	4.4093e+00 	8.8187e-02
195  	 1.5923e-01 	5.2463e+00 	1.0493e-01
196  	 2.3239e-01 	3.1908e+00 	6.3815e-02
197  	 2.1720e-01 	9.2833e-01 	1.8567e-02
198  	 9.9276e-02 	6.9629e-01 	1.3926e-02
199  	 1.1022e-01 	2.8921e-01 	5.7843e-03
200  	 1.7518e-01 	6.6576e-01 	1.3315e-02
201  	 7.4152e-02 	6.7409e-01 	1.3482e-02
202  	 9.0587e-02 	1.5645e+00 	3.1290e-02
203  	 1.1282e-01 	9.4374e-01 	1.8875e-02
204  	 9.9695e-02 	1.8901e+00 	3.7803e-02
205  	 1.0499e-01 	4.4938e-01 	8.9876e-03
206  	 7.0610e-02 	4.7176e-01 	9.4352e-03
207  	 1.2097e-01 	6.7057e+00 	1.3411e-01
208  	 2.6666e-01 	7.2262e+00 	1.4452e-01
209  	 3.9647e-01 	8.6457e-01 	1.7291e-02
210  	 1.2322e-01 	4.3811e+00 	8.7621e-02
211  	 1.9622e-01 	3.5052e+00 	7.0105e-02
212  	 2.2582e-01 	1.3947e+00 	2.7894e-02
213  	 5.1059e-02 	9.7868e-01 	1.9574e-02
214  	 9.1945e-02 	1.8124e+00 	3.6248e-02
215  	 1.1621e-01 	1.4999e+00 	2.9998e-02
